ID,Unnamed: 0,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO,latitude,longitude
1212,1212,35024417,4.9,JOSE FERREIRA DA SILVA,São Paulo,SP,Sudeste,Descalvado,CENTRO,13690000,PRACA 8 DE SETEMBRO,293,,
1213,1213,35007389,4.7,JOAO RAMALHO,São Paulo,SP,Sudeste,Diadema,CONCEICAO,9990690,ALAMEDA DA SAUDADE,30,,
1214,1214,35007444,4.3,MARIA CAROLINA CASINI CARDIM PROFESSORA,São Paulo,SP,Sudeste,Diadema,TABOAO,9932240,RUA PURUS,643,,
1215,1215,35007523,4.4,PEDRO MADOGLIO PROFESSOR,São Paulo,SP,Sudeste,Diadema,INAMAR,9970160,AVENIDA ANTONIO SYLVIO CUNHA BUENO,1192,,
1216,1216,35007547,4.2,ANA CONSUELO GARCIA PERES MURAD PROFESSORA,São Paulo,SP,Sudeste,Diadema,TABOAO,9921320,RUA SIDNEY,91,,
1217,1217,35037285,4.5,JOAO CARLOS GOMES CARDIM PROF,São Paulo,SP,Sudeste,Diadema,CASA GRANDE,9961350,AV CASA GRANDE,151,,
1218,1218,35296533,4.5,VILA SOCIALISTA,São Paulo,SP,Sudeste,Diadema,CONCEICAO,9990245,RUA JOVERCINA PAULA DE OLIVEIRA,210,,
1219,1219,35901970,3.8,GREGORIO BEZERRA DEPUTADO,São Paulo,SP,Sudeste,Diadema,ELDORADO,9971360,AVENIDA AFRANIO PEIXOTO,281,,
1220,1220,35904697,4.1,DELCIO DE SOUZA CUNHA PROFESSOR,São Paulo,SP,Sudeste,Diadema,CANHEMA,9941180,RUA BELIZE,85,,
1221,1221,35904703,4.6,ADONIAS FILHO,São Paulo,SP,Sudeste,Diadema,SERRARIA,9981490,CASSIO,144,,
1222,1222,35906633,3.9,JARDIM ARCO IRIS,São Paulo,SP,Sudeste,Diadema,CASA GRANDE,9960490,RUA AFONSO PENA,450,,
1223,1223,35923148,4.4,MIGUEL REALE PROFESSOR,São Paulo,SP,Sudeste,Diadema,INAMAR,9973005,RUA ACUCENA,385,,
1224,1224,35923151,4.9,JOSE FERNANDO ABBUD PROFESSOR,São Paulo,SP,Sudeste,Diadema,SERRARIA,9980550,AVENIDA AFONSO MONTEIRO DA CRUZ,261,,
1225,1225,35027170,5.1,OSVALDO RAMOS,São Paulo,SP,Sudeste,Dirce Reis,CENTRO,15715000,RUA MONTEIRO LOBATO,2274,,
1226,1226,35025100,3.7,ANTONIO COMAR VEREADOR,São Paulo,SP,Sudeste,Dobrada,CENTRO,15980000,AVENIDA ANTONIO MACEK,278,,
1227,1227,35901027,3.8,BENEDITO DOS SANTOS GUERREIRO,São Paulo,SP,Sudeste,Dois Córregos,JARDIM PAULISTA,17300000,RUA SAO CARLOS,105,,
1228,1228,35027108,5.2,BAPTISTA DOLCI,São Paulo,SP,Sudeste,Dolcinópolis,CENTRO,15740000,RUA ATILIO GONCALVES,1177,,
1229,1229,35024533,4.5,SALLES JUNIOR DOUTOR,São Paulo,SP,Sudeste,Dourado,CENTRO,13590000,RUA DEMETRIO CALFAT,865,,
1230,1230,35031264,5.6,9 DE JULHO,São Paulo,SP,Sudeste,Dracena,JARDIM VERA CRUZ,17900000,RUA OITO DEZEMBRO,719,,
1231,1231,35031276,4.1,ISAC PEREIRA GARCEZ ENG,São Paulo,SP,Sudeste,Dracena,CENTRO,17900000,RUA VENDRAMIM,92,,
1232,1232,35911173,3.8,ALFREDO MACHADO,São Paulo,SP,Sudeste,Dracena,BAIRRO JARDIM BRASILANDIA,17900000,RUA OTO LARA RESENDE,21,,
1233,1233,35023528,4.5,NESTOR GOMES DE ARAUJO PROFESSOR,São Paulo,SP,Sudeste,Dumont,CENTRO,14120000,RUA SANTOS DUMONT,297,,
1234,1234,35035212,4.4,MARIA DAS DORES VIANA PEREIRA PROFESSORA,São Paulo,SP,Sudeste,Eldorado,ELDORADO,11960000,RODOVIA SP 165,KM 88,,
1235,1235,35924489,4.0,MARIA ANTONIA CHULES PRINCESA,São Paulo,SP,Sudeste,Eldorado,ANDRE LOPES,11960000,RODOVIA BENEDITO PASCOAL DE FRANCA,KM 111,,
1236,1236,35020953,4.6,GENNY PIMAZZONI PROFESSORA,São Paulo,SP,Sudeste,Elias Fausto,CARDEAL,13355000,RUA SAO JOSE,305,,
1237,1237,35026566,5.2,BENEDITO BORGES DA SILVEIRA,São Paulo,SP,Sudeste,Elisiário,CENTRO,15823000,BENEDITO BORGES DA SILVEIRA,165,,
1238,1238,35028186,4.5,SATURNINO ANTONIO ROSA,São Paulo,SP,Sudeste,Embaúba,CENTRO,15425000,RUA SAO SEBASTIAO,157,,
1239,1239,35010030,5.1,ODETTE DE SOUZA CARVALHO MADRE,São Paulo,SP,Sudeste,Embu das Artes,CHACARAS ANA LUCIA,6840000,JOAO BATISTA MEDINA,889,,
1240,1240,35010066,4.5,SOLANO TRINDADE,São Paulo,SP,Sudeste,Embu das Artes,JARDIM SANTA TEREZA,6813400,AVENIDA SANTA TEREZA,30,,
1241,1241,35010121,4.9,EULALIA MALTA PROFESSORA,São Paulo,SP,Sudeste,Embu das Artes,JARDIM ARABUTA,6803460,ALAMEDA FERNANDO BAPTISTA MEDINA,25,,
1242,1242,35010315,4.3,IRACEMA BELLO ORICCHIO DOUTORA,São Paulo,SP,Sudeste,Embu das Artes,CHACARAS BARTIRA,6845070,MARIA JOSE FERRAZ PRADO DONA,2550,,
1243,1243,35037114,4.7,TADAKIYO SAKAI,São Paulo,SP,Sudeste,Embu das Artes,VILA OLINDA,6810310,HAMBURGO,57,,
1244,1244,35037540,4.4,JOAO MARTINS,São Paulo,SP,Sudeste,Embu das Artes,JARDIM CELIA REGINA,6823300,ESTRADA ITAPECERICA A CAMPO LIMPO,52,,
1245,1245,35037552,4.8,CARLOS KOCH DOUTOR,São Paulo,SP,Sudeste,Embu das Artes,JARDIM MAGALY,6833080,ESTRADA DO GRAMADO,18,,
1246,1246,35038581,4.2,ALEXANDRINA BASSITH,São Paulo,SP,Sudeste,Embu das Artes,JARDIM ANGELA,6824270,AVARE,25,,
1247,1247,35038600,3.5,JACQUES KLEIN,São Paulo,SP,Sudeste,Embu das Artes,JARDIM  SANTO ANTONIO,6835425,RUA NOSSA SENHORA DA CONCEICAO,254,,
1248,1248,35040666,4.1,ROSANA SUELI FUNARI PROFESSORA,São Paulo,SP,Sudeste,Embu das Artes,JARDIM VAZAME,6814160,ESTRADA SAO JOSE,100,,
1249,1249,35040678,4.4,RUBEM CARLOS LUDWIG GENERAL,São Paulo,SP,Sudeste,Embu das Artes,MARIA IMACULADA,6843010,MARIA IMACULADA,2000,,
1250,1250,35040691,4.3,ISABEL LUCCI DE OLIVEIRA PROFESSORA,São Paulo,SP,Sudeste,Embu das Artes,PARQUE ESPLANADA,6817130,RUA JARDIM SUSPENSO,2,,
1251,1251,35044842,4.1,HUGO CAROTINI,São Paulo,SP,Sudeste,Embu das Artes,JARDIM TOME,6805135,KEIICHI MATSUMOTO,2025,,
1252,1252,35446993,6.7,EMBU ETEC DE,São Paulo,SP,Sudeste,Embu das Artes,GRAMADO,6816000,MARCELINO PINTO TEIXEIRA,529,,
1253,1253,35902100,4.8,HENRIQUE TEIXEIRA LOTT MARECHAL,São Paulo,SP,Sudeste,Embu das Artes,PARQUE PIRAJUSSARA,6815030,RUA UBIRATAN,100,,
1254,1254,35908587,4.6,ODETE MARIA DE FREITAS,São Paulo,SP,Sudeste,Embu das Artes,JARDIM SANTO EDUARDO,6823060,OLIVEIRA,560,,
1255,1255,35910715,5.0,EDE WILSON GONZAGA PROFESSOR,São Paulo,SP,Sudeste,Embu das Artes,JARDIM SAO LUIZ,6816490,GABAO,55,,
1256,1256,35923345,4.3,JARDIM DA LUZ,São Paulo,SP,Sudeste,Embu das Artes,JARDIM DA LUZ,6824240,RUA ERVAL SECO,410,,
1257,1257,35924436,5.0,RODOLFO JOSE DA COSTA E SILVA,São Paulo,SP,Sudeste,Embu das Artes,JARDIM MIMAS,6807480,RUA DOUTOR JORGE BALDUZZI,182,,
1258,1258,35044878,4.0,OLIVIA DE FARIA NOGUEIRA,São Paulo,SP,Sudeste,Embu-Guaçu,SANTA ISABEL,6900000,ROD JOSE SIMOES LOURO JR,46,,
1259,1259,35902160,4.4,LORIS NASSIF MATTAR PROFA,São Paulo,SP,Sudeste,Embu-Guaçu,CONGONHAL,6900000,ESTRADA MUNICIPAL BEASILIO VIEIRA,450,,
1260,1260,35904181,4.0,MARIO FRANCISCO DE AMORIM,São Paulo,SP,Sudeste,Embu-Guaçu,CHACARA FLORIDA,6900000,RUA SOLDADO PACIFICO CARVALHO MACHADO,50,,
1261,1261,35914848,4.5,LEVI PEREIRA MARTINS PROFESSOR,São Paulo,SP,Sudeste,Embu-Guaçu,PENTEADO,6900000,ESTRADA DO BAYNGTON,155,,
1262,1262,35032815,4.5,HEMILSON CARLOS MAGRINI PROFESSOR,São Paulo,SP,Sudeste,Emilianópolis,CENTRO,19350000,RUA DOMINGOS SAVADOR FIORESE,418,,
1263,1263,35032608,4.4,MOACYR TEIXEIRA DOUTOR,São Paulo,SP,Sudeste,Estrela do Norte,CENTRO,19230000,RUA PREFEITO JOSE CARLOS,181,,
1264,1264,35032141,5.0,ROSA FRANCISCA MANO,São Paulo,SP,Sudeste,Euclides da Cunha Paulista,CENTRO,19275000,AVENIDA ANTONIO JOAQUIM MANO,323,,
1265,1265,35908800,4.2,PAULO COELHO DA SILVA,São Paulo,SP,Sudeste,Euclides da Cunha Paulista,VILA FERREIRA,19275000,RUA MANOEL RODRIGUES SANTANA,604,,
1266,1266,35034368,4.5,JOSE TROMBI MONSENHOR,São Paulo,SP,Sudeste,Fartura,VILA NOVA,18870738,AVENIDA SAO CAETANO,,,
1267,1267,35034373,5.0,MARCOS RIBEIRO CORONEL,São Paulo,SP,Sudeste,Fartura,CENTRO,18870011,PRACA DEOCLECIANO RIBEIRO,143,,
1268,1268,35026797,4.5,JOAQUIM ANTONIO PEREIRA,São Paulo,SP,Sudeste,Fernandópolis,CENTRO,15600028,AV. DOS ARNALDOS,1342,,
1269,1269,35026897,4.7,AFONSO CAFARO,São Paulo,SP,Sudeste,Fernandópolis,VILA ESPLANADA,15601030,AV. AMERICO MESSIAS DOS SANTOS,650,,
1270,1270,35290725,6.6,ETEC PROFESSOR ARMANDO JOSE FARINAZZO,São Paulo,SP,Sudeste,Fernandópolis,JARDIM PAULISTA,15606020,AVENIDA GERALDO ROQUETE,135,,
1271,1271,35024831,4.2,FRANCISCO SALES DE ALMEIDA LEITE,São Paulo,SP,Sudeste,Fernando Prestes,CENTRO,15940000,RUA PIERINA RONDANIN BOER,646,,
1272,1272,35033522,5.6,EDUARDO DE SOUZA PORTO CEL,São Paulo,SP,Sudeste,Fernão,CENTRO,17455000,RUA JOSE BONIFACIO,240,,
1273,1273,35007262,4.4,IGNES CORREA ALLEN PROFESSORA,São Paulo,SP,Sudeste,Ferraz de Vasconcelos,VILA NACOES,8544630,RUA SAO FRANCISCO,128,,
1274,1274,35041166,4.4,JUSTINO MARCONDES RANGEL PROFESSOR,São Paulo,SP,Sudeste,Ferraz de Vasconcelos,JARDIM RENATA,8537050,ESTRADA DO CUPI,1275,,
1275,1275,35364265,5.8,FERRAZ DE VASCONCELOS ETEC DE,São Paulo,SP,Sudeste,Ferraz de Vasconcelos,JARDIM SAO JOAO,8500330,RUA CARLOS DE CARVALHO,200,,
1276,1276,35906311,4.1,MARTHA CALIXTO CAZAGRANDE,São Paulo,SP,Sudeste,Ferraz de Vasconcelos,VILA SOFIA,8532350,AVENIDA PRESIDENTE CASTELO BRANCO,51,,
1277,1277,35030995,4.4,GUILHERME BUZINARO PREFEITO,São Paulo,SP,Sudeste,Flora Rica,CENTRO,17870000,RUA VEREADOR RAIMUNDO ANTONIO DE ARAUJO,416,,
1278,1278,35030612,5.3,DECIO PRATA PREFEITO,São Paulo,SP,Sudeste,Floreal,CENTRO,15320000,RUA CLOVIS GOMES OLIVEIRA,648,,
1279,1279,35033091,4.2,TEOFILO ELIAS PROF,São Paulo,SP,Sudeste,Florínea,CENTRO,19870000,RUA JOSE ALVES DE LIMA,625,,
1280,1280,35022871,3.8,ORLIK LUZ DR,São Paulo,SP,Sudeste,Franca,CITY PETROPOLIS,14409520,COELHO NETTO,201,,
1281,1281,35022913,5.2,ANGELO SCARABUCCI,São Paulo,SP,Sudeste,Franca,VILA SCARABUCCI,14403646,ROSA DEL MONTE,2941,,
1282,1282,35065997,4.5,HELENA CURY DE TACCA PROFA,São Paulo,SP,Sudeste,Franca,JARDIM TROPICAL II,14407062,RUA DOMINGOS JARDINI,2321,,
1283,1283,35496534,3.4,ASSUERO QUADRI PRESTES DR PROFESSOR,São Paulo,SP,Sudeste,Franca,JARDIM LUIZA II,14407635,JOSE LOPES RIBEIRO,3960,,
1284,1284,35496546,4.5,ROBERTO SCARABUCI PROFESSOR,São Paulo,SP,Sudeste,Franca,RESIDENCIAL ANA DOROTHEA,14412232,JOSE DE ANDRADE PINTO,6325,,
1285,1285,35496558,4.2,ADELMO FRANCISCO DA SILVA,São Paulo,SP,Sudeste,Franca,RESIDENCIAL SAO DOMINGOS,14407726,ZULEIKA LIMA PUCCI,820,,
1286,1286,35900679,3.9,SUELY MACHADO DA SILVA PROFA,São Paulo,SP,Sudeste,Franca,JARDIM BRASILANDIA,14402306,PORTO VELHO,1851,,
1287,1287,35911252,4.3,ADELINA PASQUINO CASSIS PROFA,São Paulo,SP,Sudeste,Franca,JARDIM EDEN,14402082,FRANCISCO PROCOPIO DE OLIVEIRA,2860,,
1288,1288,35924969,4.0,LYDIA ROCHA ALVES PROFA,São Paulo,SP,Sudeste,Franca,JARDIM AEROPORTO III,14404225,DENIZAR TREVIZANI,2020,,
1289,1289,35005502,4.7,BELEM DA SERRA,São Paulo,SP,Sudeste,Francisco Morato,BELEM CAPELA,7990040,CAMELIAS,324,,
1290,1290,35044957,4.0,VINCENZO LOBASSI,São Paulo,SP,Sudeste,Francisco Morato,JD FLORIDA,7913190,R JOSE MANOEL MARTINS,135,,
1291,1291,35048781,3.7,ULYSSES SANCHES RAMIRES PROF,São Paulo,SP,Sudeste,Francisco Morato,BAIRRO JARDIM,7929100,R SANDALO,27,,
1292,1292,35050404,4.1,JARDIM ALEGRIA II,São Paulo,SP,Sudeste,Francisco Morato,JARDIM ALEGRIA,7985030,AVENIDA BARBACENA,412,,
1293,1293,35906232,4.6,LYDIA SCALET WALKER PROFA,São Paulo,SP,Sudeste,Francisco Morato,JD BATISTA GENARI,7920050,R ONZE,80,,
1294,1294,35005666,4.3,AZEVEDO SOARES,São Paulo,SP,Sudeste,Franco da Rocha,P ALEGRE,7859340,RODOVIA PREFEITO LUIZ SALOMAO CHAMMA,KM 42,,
1295,1295,35005678,4.6,ISAURA DE MIRANDA BOTTO PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL BAZU,7849030,R TIRADENTES,201,,
1296,1296,35048811,4.4,ELVIRA PARADA MANGA PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL JOSEFINA,7841000,R APOLO,201,,
1297,1297,35048823,4.0,ADAIL JARBAS DUCLOS,São Paulo,SP,Sudeste,Franco da Rocha,VL SANTISTA,7809040,R AMADOR BUENO,620,,
1298,1298,35290671,6.5,EMILIO HERNANDEZ AGUILAR DR ETEC,São Paulo,SP,Sudeste,Franco da Rocha,POUSO ALEGRE,7859340,ESTRADA DO GOVERNO S/N,KM 42,,
1299,1299,35921038,4.6,LUIZ ALEXANDRE DOS SANTOS,São Paulo,SP,Sudeste,Franco da Rocha,JD BANDEIRANTES,7830180,R ANGELO MISSON,6,,
1300,1300,35923643,4.4,JOCIMARA VIEIRA DA SILVA PROFA,São Paulo,SP,Sudeste,Franco da Rocha,VL BELA,7846000,AV SAO PAULO,751,,
1301,1301,35925482,4.2,ZILTON BICUDO PROF,São Paulo,SP,Sudeste,Franco da Rocha,LAGO AZUL,7866260,R PERI,441,,
1302,1302,35030211,5.2,ANTONIO KASSAWARA KATUTOK,São Paulo,SP,Sudeste,Gabriel Monteiro,CENTRO,16220000,RUA JOSE BONIFACIO,439,,
1303,1303,35033424,5.0,NELY CARBONIERI DE ANDRADE PROFA,São Paulo,SP,Sudeste,Garça,FERRAROPOLIS,17400100,RUA ARMANDO SALES DE OLIVEIRA,1120,,
1304,1304,35033443,3.9,NORMA MONICO TRUZZI PROFA,São Paulo,SP,Sudeste,Garça,CENTRO  JAFA,17409018,BRASIL,455,,
1305,1305,35030659,5.1,TEREZA VALVERDE CARDOSO TIRAPELE PROFA,São Paulo,SP,Sudeste,Gastão Vidigal,CENTRO,15330000,RUA 21 DE ABRIL,450,,
1306,1306,35021908,4.1,GAVIAO PEIXOTO CONSELHEIRO,São Paulo,SP,Sudeste,Gavião Peixoto,CENTRO,14813000,ALAMEDA PICCOLO,232,,
1307,1307,35030661,5.4,TONICO BARAO,São Paulo,SP,Sudeste,General Salgado,VILA MARIA,15300000,AVENIDA DOMENICO RAO,1521,,
1308,1308,35026360,3.8,JOSE PIMENTA DE PADUA,São Paulo,SP,Sudeste,Getulina,MACUCOS,16460000,RUA SANTA MARIA,350,,
1309,1309,35022421,4.0,DALVA LELLIS GARCIA PRADO PROFA,São Paulo,SP,Sudeste,Guaíra,VILA NOSSA SENHORA APARECIDA,14790000,AV 25,1595,,
1310,1310,35022433,4.1,ZEZINHO PORTUGAL,São Paulo,SP,Sudeste,Guaíra,CENTRO,14790000,AVENIDA VINTE E UM,389,,
1311,1311,35028241,4.0,CARLOS CASTILHO PROFESSOR,São Paulo,SP,Sudeste,Guapiaçu,JARDIM SAO LUIZ,15110000,RUA DAS PALMEIRAS,1062,,
1312,1312,35014333,4.6,JOAO ANTUNES ALEXANDRE,São Paulo,SP,Sudeste,Guapiara,JARDIM CANUTO,18310000,RUA AVELINO GOMES DE ALMEIDA,75,,
1313,1313,35014394,3.9,THEREZINHA SACCOMANO PASSARO PROFA,São Paulo,SP,Sudeste,Guapiara,CENTRO,18310000,RUA SAO JOSE,514,,
1314,1314,35023310,3.9,RONDON MARECHAL,São Paulo,SP,Sudeste,Guará,BELA VISTA,14580000,RUA JOAQUIM DE PAULA E SILVA,315,,
1315,1315,35029506,4.5,JUVENTINO NOGUEIRA RAMOS,São Paulo,SP,Sudeste,Guaraçaí,CENTRO,16980000,AVENIDA PRESIDENTE VARGAS,460,,
1316,1316,35026402,3.4,JOSE EGEA PROF,São Paulo,SP,Sudeste,Guarantã,CENTRO,16570080,RUA GUIDO DAL COL,554,,
1317,1317,35029944,5.1,JOAO ARRUDA BRASIL,São Paulo,SP,Sudeste,Guararapes,CENTRO,16700000,AVENIDA SANTO ANTONIO,510,,
1318,1318,35902743,4.3,EMILIA LEITE MARTINS,São Paulo,SP,Sudeste,Guararema,JARDIM DULCE,8900000,ESTRADA MUNICIPAL BENJAMIM ANTONIO FERNANDES,318,,
1319,1319,35012634,4.5,CLOTILDE AYELLO ROCHA PROFA,São Paulo,SP,Sudeste,Guaratinguetá,RETIRO,12500010,LOTEAMENTO SAO BENEDITO,5000,,
1320,1320,35012658,6.0,ALFREDO DE BARROS SANTOS PROF ETEC,São Paulo,SP,Sudeste,Guaratinguetá,PEDREGULHO,12515160,ALFONSO GIANNICO,350,,
1321,1321,35012661,4.0,RODRIGUES ALVES CONSELHEIRO,São Paulo,SP,Sudeste,Guaratinguetá,CENTRO,12501290,RUA VISCONDE DE GUARATINGUETA,224,,
1322,1322,35012750,3.9,MARIA AMALIA DE MAGALHAES TURNER PROFA,São Paulo,SP,Sudeste,Guaratinguetá,CAMPINHO,12502350,BENEDITO MARTINIANO GONCALVES,39,,
1323,1323,35012841,4.3,NILO SANTOS VIEIRA PROF,São Paulo,SP,Sudeste,Guaratinguetá,BELVEDERE CLUB DOS 500,12523460,SALVADOR,345,,
1324,1324,35037175,3.9,LUIZ MENEZES PROF,São Paulo,SP,Sudeste,Guaratinguetá,VILA ANGELINA,12520140,HENRIQUE RANGEL DE CASTRO,280,,
1325,1325,35045378,4.4,DINAH MOTTA RUNHA PROFA,São Paulo,SP,Sudeste,Guaratinguetá,PARQUE SAO FRANCISCO,12509190,RUA DR FRANCISCO MEIRELES FREIRE,101,,
1326,1326,35905045,5.2,JOSE PEREIRA EBOLI PROF,São Paulo,SP,Sudeste,Guaratinguetá,PARQUE RESIDENCIAL BEIRA RIO,12517475,JOAO RODRIGUES ALCKIMIM,1249,,
1327,1327,35921725,4.1,SYLVIO JOSE MARCONDES COELHO PROF,São Paulo,SP,Sudeste,Guaratinguetá,SANTA LUZIA,12507200,RUA JOAO DARRIGO FILHO,101,,
1328,1328,35015003,3.9,CASTANHO DE ALMEIDA CEL,São Paulo,SP,Sudeste,Guareí,CENTRO,18250000,RUA CORONEL ANDRADE,152,,
1329,1329,35023590,4.3,JOSE PACIFICO,São Paulo,SP,Sudeste,Guariba,CENTRO,14840000,FERES SADALLA,330,,
1330,1330,35040034,4.5,JOSEPHINA DE CAMARGO NEVES PROFESSORA,São Paulo,SP,Sudeste,Guariba,RESIDENCIAL MARIO CAZERI,14840000,AVENIDA LUIS CARLOS LONETTO,481,,
1331,1331,35463589,5.2,BENTO CARLOS BOTELHO DO AMARAL ETEC,São Paulo,SP,Sudeste,Guariba,JARDIM PROGRESSO,14840000,RUA RUI BARBOSA,1244,,
1332,1332,35011587,4.8,VICENTE DE CARVALHO,São Paulo,SP,Sudeste,Guarujá,CENTRO,11410000,PUGLISI,188,,
1333,1333,35294937,6.0,ALBERTO SANTOS DUMONT ETEC,São Paulo,SP,Sudeste,Guarujá,JARDIM HELENA MARIA,11431090,DOUTOR CARLOS NERHING,165,,
1334,1334,35005782,4.2,ENNIO CHIESA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM DOURADO,7093200,MARIANO MANZONI,88,,
1335,1335,35005847,6.4,ETEC DE GUARULHOS,São Paulo,SP,Sudeste,Guarulhos,PARQUE CECAP,7190065,CRISTOBAL CLAUDIO ELILLO,88,,
1336,1336,35005861,5.1,JOSE SCARAMELLI PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,GOPOUVA,7022000,PALMEIRAS,776,,
1337,1337,35005903,4.0,MARIA HELENA FARIA LIMA E CUNHA,São Paulo,SP,Sudeste,Guarulhos,CABUCU,7075170,ESTRADA DO CABUCU,7800,,
1338,1338,35005997,5.7,VALDIVINO DE CASTRO PEREIRA,São Paulo,SP,Sudeste,Guarulhos,VILA FLORIDA,7196000,TIRADENTES,4148,,
1339,1339,35006075,4.3,ERICO VERISSIMO,São Paulo,SP,Sudeste,Guarulhos,VILA ENDRES,7041050,RUA PORTUGUESA,394,,
1340,1340,35006117,5.2,PAULO ROLIM LOUREIRO DOM,São Paulo,SP,Sudeste,Guarulhos,PONTE GRANDE,7032060,AVENIDA DOMINGOS FANGANIELLO,251,,
1341,1341,35006257,4.2,HOMERO RUBENS DE SA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,VILA GALVAO,7070080,CEARA,50,,
1342,1342,35006270,4.3,ZILDA ROMEIRO PINTO MOREIRA DA SILVA PROF,São Paulo,SP,Sudeste,Guarulhos,JARDIM PRESIDENTE DUTRA,7171170,RUA MACARANI,382,,
1343,1343,35006294,4.6,CHIYO YAMAMOTO DONA,São Paulo,SP,Sudeste,Guarulhos,JARDIM ALAMO,7177440,ESTRADA DOS VADOS,291,,
1344,1344,35006427,4.6,JOAO CAVALHEIRO SALEM PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM CUMBICA,7240060,PORTO VELHO,624,,
1345,1345,35006439,4.2,GUILHERMINO RODRIGUES DE LIMA,São Paulo,SP,Sudeste,Guarulhos,JARDIM ARUJA,7272460,RUA GUARU,156,,
1346,1346,35006452,4.1,AUGUST JOHANNES FERDINANDUS STAUDER PADRE,São Paulo,SP,Sudeste,Guarulhos,CIDADE ARACILIA,7250010,RUA MINISTRO HIPOLITO,267,,
1347,1347,35006464,4.0,THEREZINHA CLOSA ELEUTERIO PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,PARQUE MARIA HELENA,7261130,RUA CHARLES MIARS COOPER,432,,
1348,1348,35035725,3.9,MARIA HILDA ORNELAS DE OLIVEIRA PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,JARDIM SANTO AFONSO,7215130,IVINHEMA,274,,
1349,1349,35041099,4.8,ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,VILA NOSSA SENHORA DE FATIMA,7191010,RUA DUQUE DE CAXIAS,195,,
1350,1350,35191206,4.6,PARQUE JUREMA III,São Paulo,SP,Sudeste,Guarulhos,PARQUE JUREMA,7244020,JAGUAREMA,23,,
1351,1351,35297537,4.1,LOUIS BRAILLE,São Paulo,SP,Sudeste,Guarulhos,JARDIM ANGELICA,7260280,RUA JOAO AVELINO FAUTHZ,150,,
1352,1352,35463140,5.1,JARDIM SANTA CECILIA,São Paulo,SP,Sudeste,Guarulhos,JARDIM COCAIA,7130210,LAGOA DOURADA,275,,
1353,1353,35900138,4.1,ORLANDO MINELLA,São Paulo,SP,Sudeste,Guarulhos,JARDIM JACY,7262110,CANDELARIA,376,,
1354,1354,35900148,4.9,MARIA LEDA FERNANDES BRIGO PROFESSORA,São Paulo,SP,Sudeste,Guarulhos,JARDIM OTTAWA,7230270,RUA WAMBES,112,,
1355,1355,35907085,4.4,HUGO DE AGUIAR,São Paulo,SP,Sudeste,Guarulhos,VILA PARAISO,7241090,AVENIDA JOSE MIGUEL ACKEL,385,,
1356,1356,35921048,4.3,FRANCISCO MILTON DE ANDRADE,São Paulo,SP,Sudeste,Guarulhos,PARQUE CONTINENTAL III,7085340,RUA FABRICIO RICARDI MARQUES DE OLIVEIRA,48,,
1357,1357,35923175,4.3,JOAO LUIZ DE GODOY MOREIRA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM ALMEIDA PRADO,7133390,RUA ANA ALVES DOS SANTOS,40,,
1358,1358,35923761,5.3,CELSO PIVA PROFESSOR,São Paulo,SP,Sudeste,Guarulhos,JARDIM MOREIRA,7083240,RUA NISAL,87,,
1359,1359,35030752,4.8,VANIR FERRERO MORAES PROFESSORA,São Paulo,SP,Sudeste,Guzolândia,CENTRO,15355000,RUA JOAO CALEFI,340,,
1360,1360,35017279,4.6,MANOEL IGNACIO DA SILVA,São Paulo,SP,Sudeste,Hortolândia,VILA SAO FRANCISCO,13184420,RUA LUIZ CAMILO DE CAMARGO,355,,
1361,1361,35039858,5.0,LIOMAR FREITAS CAMARA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,VILA REAL CONTINUACAO,13183150,RUA EDINA APARECIDA BAMPA FONSECA,29,,
1362,1362,35047806,4.1,RAQUEL SAES MELHADO DA SILVA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,JARDIM  NOVA HORTOLANDIA,13183590,RUA WALDOMIRO CARLOS DA SILVA,228,,
1363,1363,35048240,4.6,JARDIM SANTA CLARA DO LAGO,São Paulo,SP,Sudeste,Hortolândia,JARDIM SANTA CLARA LAGO,13186400,RUA LUIZ DA COSTA CAMARGO,55,,
1364,1364,35048264,3.6,MARIA ANTONIETTA GARNERO LA FORTEZZA PROFESSORA,São Paulo,SP,Sudeste,Hortolândia,JARDIM NOVO ANGULO,13185153,RUA OSWALDO SOUZA,355,,
1365,1365,35070294,4.2,JONATAS DAVI VISEL DOS SANTOS,São Paulo,SP,Sudeste,Hortolândia,ADVENTISTA CAMPINEIRO,13187176,RUA TEREZA LUIZA GONCALVES,130,,
